season,year,team,seed,games,wins,final4,champion,exp_wins,pase,exp_src
2013-14,2014,Wisconsin,2,5,4,1,0,2.359,1.641,prior_11y
2013-14,2014,BYU,10,1,0,0,0,0.5455,-0.5455,prior_11y
2013-14,2014,Oregon,7,2,1,0,0,0.8636,0.1364,prior_11y
2013-14,2014,Michigan,2,4,3,0,0,2.359,0.641,prior_11y
2013-14,2014,Wofford,15,1,0,0,0,0.0833,-0.0833,prior_11y
2013-14,2014,Arizona_State,10,1,0,0,0,0.5455,-0.5455,prior_11y
2013-14,2014,Texas,7,2,1,0,0,0.8636,0.1364,prior_11y
2013-14,2014,Cincinnati,5,1,0,0,0,1.1429,-1.1429,prior_11y
2013-14,2014,Harvard,12,2,1,0,0,0.5909,0.4091,prior_11y
2013-14,2014,Milwaukee,15,1,0,0,0,0.0833,-0.0833,prior_11y
2013-14,2014,Villanova,2,2,1,0,0,2.359,-1.359,prior_11y
2013-14,2014,Saint_Joe's,10,1,0,0,0,0.5455,-0.5455,prior_11y
2013-14,2014,UConn,7,6,6,1,1,0.8636,5.1364,prior_11y
2013-14,2014,Florida,1,5,4,1,0,3.1136,0.8864,prior_11y
2013-14,2014,Saint_Louis,5,2,1,0,0,1.1429,-0.1429,prior_11y
2013-14,2014,Tulsa,13,1,0,0,0,0.3256,-0.3256,prior_11y
2013-14,2014,UCLA,4,3,2,0,0,1.3953,0.6047,prior_11y
2013-14,2014,Baylor,6,3,2,0,0,0.8837,1.1163,prior_11y
2013-14,2014,Nebraska,11,1,0,0,0,0.6136,-0.6136,prior_11y
2013-14,2014,Providence,11,1,0,0,0,0.6136,-0.6136,prior_11y
2013-14,2014,UNC,6,2,1,0,0,0.8837,0.1163,prior_11y
2013-14,2014,SF_Austin,12,2,1,0,0,0.5909,0.4091,prior_11y
2013-14,2014,VCU,5,1,0,0,0,1.1429,-1.1429,prior_11y
2013-14,2014,E_Kentucky,15,1,0,0,0,0.0833,-0.0833,prior_11y
2013-14,2014,Kansas,2,2,1,0,0,2.359,-1.359,prior_11y
2013-14,2014,New_Mexico,7,1,0,0,0,0.8636,-0.8636,prior_11y
2013-14,2014,Stanford,10,3,2,0,0,0.5455,1.4545,prior_11y
2013-14,2014,Arizona,1,4,3,0,0,3.1136,-0.1136,prior_11y
2013-14,2014,Weber_State,16,1,0,0,0,0.22,-0.22,prior_11y
2013-14,2014,Gonzaga,8,2,1,0,0,0.6364,0.3636,prior_11y
2013-14,2014,Oklahoma_State,9,1,0,0,0,0.5682,-0.5682,prior_11y
2013-14,2014,Creighton,3,2,1,0,0,2.122,-1.122,prior_11y
2013-14,2014,Louisiana,14,1,0,0,0,0.122,-0.122,prior_11y
2013-14,2014,Kansas_State,9,1,0,0,0,0.5682,-0.5682,prior_11y
2013-14,2014,Kentucky,8,6,5,1,0,0.6364,4.3636,prior_11y
2013-14,2014,Duke,3,1,0,0,0,2.122,-2.122,prior_11y
2013-14,2014,Mercer,14,2,1,0,0,0.122,0.878,prior_11y
2013-14,2014,C._Carolina,16,1,0,0,0,0.22,-0.22,prior_11y
2013-14,2014,UVA,1,3,2,0,0,3.1136,-1.1136,prior_11y
2013-14,2014,G_Washington,9,1,0,0,0,0.5682,-0.5682,prior_11y
2013-14,2014,Memphis,8,2,1,0,0,0.6364,0.3636,prior_11y
2013-14,2014,Wichita_State,1,2,1,0,0,3.1136,-2.1136,prior_11y
2013-14,2014,UMass,6,1,0,0,0,0.8837,-0.8837,prior_11y
2013-14,2014,Iowa_State,3,2,1,0,0,2.122,-1.122,prior_11y
2014-15,2015,BYU,11,1,0,0,0,0.6735,-0.6735,prior_12y
2014-15,2015,Ole_Miss,11,2,1,0,0,0.6735,0.3265,prior_12y
2014-15,2015,Hampton,16,2,1,0,0,0.2321,0.7679,prior_12y
2014-15,2015,Manhattan,16,1,0,0,0,0.2321,-0.2321,prior_12y
2014-15,2015,North_Florida,16,1,0,0,0,0.2321,-0.2321,prior_12y
2014-15,2015,Robert_Morris,16,2,1,0,0,0.2321,0.7679,prior_12y
2014-15,2015,Boise_State,11,1,0,0,0,0.6735,-0.6735,prior_12y
2014-15,2015,Dayton,11,3,2,0,0,0.6735,1.3265,prior_12y
2014-15,2015,Kentucky,1,5,4,1,0,3.0625,0.9375,prior_12y
2014-15,2015,Butler,6,2,1,0,0,0.8723,0.1277,prior_12y
2014-15,2015,Texas,11,1,0,0,0,0.6735,-0.6735,prior_12y
2014-15,2015,Lafayette,16,1,0,0,0,0.2321,-0.2321,prior_12y
2014-15,2015,Villanova,1,2,1,0,0,3.0625,-2.0625,prior_12y
2014-15,2015,E_Washington,13,1,0,0,0,0.2979,-0.2979,prior_12y
2014-15,2015,Georgetown,4,2,1,0,0,1.4681,-0.4681,prior_12y
2014-15,2015,Cincinnati,8,2,1,0,0,0.7292,0.2708,prior_12y
2014-15,2015,Purdue,9,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Northeastern,14,1,0,0,0,0.1364,-0.1364,prior_12y
2014-15,2015,Notre_Dame,3,4,3,0,0,2.0,1.0,prior_12y
2014-15,2015,LSU,9,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,NC_State,8,3,2,0,0,0.7292,1.2708,prior_12y
2014-15,2015,SF_Austin,12,1,0,0,0,0.6122,-0.6122,prior_12y
2014-15,2015,Utah,5,3,2,0,0,1.0652,0.9348,prior_12y
2014-15,2015,Iowa_State,3,1,0,0,0,2.0,-2.0,prior_12y
2014-15,2015,UAB,14,2,1,0,0,0.1364,0.8636,prior_12y
2014-15,2015,Arkansas,5,2,1,0,0,1.0652,-0.0652,prior_12y
2014-15,2015,Wofford,12,1,0,0,0,0.6122,-0.6122,prior_12y
2014-15,2015,Ohio_State,10,2,1,0,0,0.5417,0.4583,prior_12y
2014-15,2015,VCU,7,1,0,0,0,0.9583,-0.9583,prior_12y
2014-15,2015,Baylor,3,1,0,0,0,2.0,-2.0,prior_12y
2014-15,2015,Georgia_State,14,2,1,0,0,0.1364,0.8636,prior_12y
2014-15,2015,SMU,6,1,0,0,0,0.8723,-0.8723,prior_12y
2014-15,2015,UCLA,11,3,2,0,0,0.6735,1.3265,prior_12y
2014-15,2015,Harvard,13,1,0,0,0,0.2979,-0.2979,prior_12y
2014-15,2015,UNC,4,3,2,0,0,1.4681,0.5319,prior_12y
2014-15,2015,Arizona,2,4,3,0,0,2.3488,0.6512,prior_12y
2014-15,2015,Texas_Southern,15,1,0,0,0,0.075,-0.075,prior_12y
2014-15,2015,Xavier,6,3,2,0,0,0.8723,1.1277,prior_12y
2014-15,2015,Maryland,4,2,1,0,0,1.4681,-0.4681,prior_12y
2014-15,2015,Valparaiso,13,1,0,0,0,0.2979,-0.2979,prior_12y
2014-15,2015,Kansas,2,2,1,0,0,2.3488,-1.3488,prior_12y
2014-15,2015,New_Mexico_St,15,1,0,0,0,0.075,-0.075,prior_12y
2014-15,2015,Louisville,4,4,3,0,0,1.4681,1.5319,prior_12y
2014-15,2015,UC_Irvine,13,1,0,0,0,0.2979,-0.2979,prior_12y
2014-15,2015,Belmont,15,1,0,0,0,0.075,-0.075,prior_12y
2014-15,2015,UVA,2,2,1,0,0,2.3488,-1.3488,prior_12y
2014-15,2015,Providence,6,1,0,0,0,0.8723,-0.8723,prior_12y
2014-15,2015,Duke,1,6,6,1,1,3.0625,2.9375,prior_12y
2014-15,2015,Gonzaga,2,4,3,0,0,2.3488,0.6512,prior_12y
2014-15,2015,North_Dakota_St,15,1,0,0,0,0.075,-0.075,prior_12y
2014-15,2015,Buffalo,12,1,0,0,0,0.6122,-0.6122,prior_12y
2014-15,2015,West_Virginia,5,3,2,0,0,1.0652,0.9348,prior_12y
2014-15,2015,Indiana,10,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Wichita_State,7,3,2,0,0,0.9583,1.0417,prior_12y
2014-15,2015,Northern_Iowa,5,2,1,0,0,1.0652,-0.0652,prior_12y
2014-15,2015,Wyoming,12,1,0,0,0,0.6122,-0.6122,prior_12y
2014-15,2015,Georgia,10,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Michigan_State,7,5,4,1,0,0.9583,3.0417,prior_12y
2014-15,2015,Albany,14,1,0,0,0,0.1364,-0.1364,prior_12y
2014-15,2015,Oklahoma,3,3,2,0,0,2.0,0.0,prior_12y
2014-15,2015,San_Diego_State,8,2,1,0,0,0.7292,0.2708,prior_12y
2014-15,2015,St_John's,9,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Davidson,10,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Iowa,7,2,1,0,0,0.9583,0.0417,prior_12y
2014-15,2015,Oklahoma_State,9,1,0,0,0,0.5417,-0.5417,prior_12y
2014-15,2015,Oregon,8,2,1,0,0,0.7292,0.2708,prior_12y
2014-15,2015,C._Carolina,16,1,0,0,0,0.2321,-0.2321,prior_12y
2014-15,2015,Wisconsin,1,6,5,1,0,3.0625,1.9375,prior_12y
2015-16,2016,Vanderbilt,11,1,0,0,0,0.6909,-0.6909,prior_13y
2015-16,2016,Wichita_State,11,3,2,0,0,0.6909,1.3091,prior_13y
2015-16,2016,FGCU,16,2,1,0,0,0.2419,0.7581,prior_13y
2015-16,2016,Fair_Dickinson,16,1,0,0,0,0.2419,-0.2419,prior_13y
2015-16,2016,Holy_Cross,16,2,1,0,0,0.2419,0.7581,prior_13y
2015-16,2016,Southern,16,1,0,0,0,0.2419,-0.2419,prior_13y
2015-16,2016,Michigan,11,2,1,0,0,0.6909,0.3091,prior_13y
2015-16,2016,Tulsa,11,1,0,0,0,0.6909,-0.6909,prior_13y
2015-16,2016,Austin_Peay,16,1,0,0,0,0.2419,-0.2419,prior_13y
2015-16,2016,Kansas,1,4,3,0,0,3.1346,-0.1346,prior_13y
2015-16,2016,Colorado,8,1,0,0,0,0.7692,-0.7692,prior_13y
2015-16,2016,UConn,9,2,1,0,0,0.5,0.5,prior_13y
2015-16,2016,Duke,4,3,2,0,0,1.4902,0.5098,prior_13y
2015-16,2016,UNC_Wilmington,13,1,0,0,0,0.2745,-0.2745,prior_13y
2015-16,2016,UNC,1,6,5,1,0,3.1346,1.8654,prior_13y
2015-16,2016,Chattanooga,12,1,0,0,0,0.566,-0.566,prior_13y
2015-16,2016,Indiana,5,3,2,0,0,1.1,0.9,prior_13y
2015-16,2016,Kentucky,4,2,1,0,0,1.4902,-0.4902,prior_13y
2015-16,2016,Stony_Brook,13,1,0,0,0,0.2745,-0.2745,prior_13y
2015-16,2016,Butler,9,2,1,0,0,0.5,0.5,prior_13y
2015-16,2016,Texas_Tech,8,1,0,0,0,0.7692,-0.7692,prior_13y
2015-16,2016,Little_Rock,12,2,1,0,0,0.566,0.434,prior_13y
2015-16,2016,Purdue,5,1,0,0,0,1.1,-1.1,prior_13y
2015-16,2016,Fresno_State,14,1,0,0,0,0.1667,-0.1667,prior_13y
2015-16,2016,Utah,3,2,1,0,0,1.9388,-0.9388,prior_13y
2015-16,2016,Buffalo,14,1,0,0,0,0.1667,-0.1667,prior_13y
2015-16,2016,Miami,3,3,2,0,0,1.9388,0.0612,prior_13y
2015-16,2016,Arizona,6,1,0,0,0,0.8627,-0.8627,prior_13y
2015-16,2016,Baylor,5,1,0,0,0,1.1,-1.1,prior_13y
2015-16,2016,Yale,12,2,1,0,0,0.566,0.434,prior_13y
2015-16,2016,Providence,9,2,1,0,0,0.5,0.5,prior_13y
2015-16,2016,USC,8,1,0,0,0,0.7692,-0.7692,prior_13y
2015-16,2016,Iona,13,1,0,0,0,0.2745,-0.2745,prior_13y
2015-16,2016,Iowa_State,4,3,2,0,0,1.4902,0.5098,prior_13y
2015-16,2016,Gonzaga,11,3,2,0,0,0.6909,1.3091,prior_13y
2015-16,2016,Seton_Hall,6,1,0,0,0,0.8627,-0.8627,prior_13y
2015-16,2016,UNC_Asheville,15,1,0,0,0,0.0682,-0.0682,prior_13y
2015-16,2016,Villanova,2,6,6,1,1,2.3191,3.6809,prior_13y
2015-16,2016,Iowa,7,2,1,0,0,1.0192,-0.0192,prior_13y
2015-16,2016,Temple,10,1,0,0,0,0.5192,-0.5192,prior_13y
2015-16,2016,Oregon,1,4,3,0,0,3.1346,-0.1346,prior_13y
2015-16,2016,CSU_Bakersfield,15,1,0,0,0,0.0682,-0.0682,prior_13y
2015-16,2016,Oklahoma,2,5,4,1,0,2.3191,1.6809,prior_13y
2015-16,2016,Northern_Iowa,11,2,1,0,0,0.6909,0.3091,prior_13y
2015-16,2016,Texas,6,1,0,0,0,0.8627,-0.8627,prior_13y
2015-16,2016,SF_Austin,14,2,1,0,0,0.1667,0.8333,prior_13y
2015-16,2016,West_Virginia,3,1,0,0,0,1.9388,-1.9388,prior_13y
2015-16,2016,Notre_Dame,6,4,3,0,0,0.8627,2.1373,prior_13y
2015-16,2016,Dayton,7,1,0,0,0,1.0192,-1.0192,prior_13y
2015-16,2016,Syracuse,10,5,4,1,0,0.5192,3.4808,prior_13y
2015-16,2016,Maryland,5,3,2,0,0,1.1,0.9,prior_13y
2015-16,2016,South_Dakota_St,12,1,0,0,0,0.566,-0.566,prior_13y
2015-16,2016,Cal,4,1,0,0,0,1.4902,-1.4902,prior_13y
2015-16,2016,Hawai'i,13,2,1,0,0,0.2745,0.7255,prior_13y
2015-16,2016,Cincinnati,9,1,0,0,0,0.5,-0.5,prior_13y
2015-16,2016,Saint_Joe's,8,2,1,0,0,0.7692,0.2308,prior_13y
2015-16,2016,Oregon_State,7,1,0,0,0,1.0192,-1.0192,prior_13y
2015-16,2016,VCU,10,2,1,0,0,0.5192,0.4808,prior_13y
2015-16,2016,Green_Bay,14,1,0,0,0,0.1667,-0.1667,prior_13y
2015-16,2016,Texas_A&M,3,3,2,0,0,1.9388,0.0612,prior_13y
2015-16,2016,Weber_State,15,1,0,0,0,0.0682,-0.0682,prior_13y
2015-16,2016,Xavier,2,2,1,0,0,2.3191,-1.3191,prior_13y
2015-16,2016,Pitt,10,1,0,0,0,0.5192,-0.5192,prior_13y
2015-16,2016,Wisconsin,7,3,2,0,0,1.0192,0.9808,prior_13y
2015-16,2016,Michigan_State,2,1,0,0,0,2.3191,-2.3191,prior_13y
2015-16,2016,Mid_Tennessee,15,2,1,0,0,0.0682,0.9318,prior_13y
2015-16,2016,UVA,1,3,2,0,0,3.1346,-1.1346,prior_13y
2016-17,2017,Kansas_State,11,2,1,0,0,0.7213,0.2787,prior_14y
2016-17,2017,Wake_Forest,11,1,0,0,0,0.7213,-0.7213,prior_14y
2016-17,2017,Mt_St_Mary's,16,2,1,0,0,0.2537,0.7463,prior_14y
2016-17,2017,New_Orleans,16,1,0,0,0,0.2537,-0.2537,prior_14y
2016-17,2017,Providence,11,1,0,0,0,0.7213,-0.7213,prior_14y
2016-17,2017,USC,11,3,2,0,0,0.7213,1.2787,prior_14y
2016-17,2017,NC_Central,16,1,0,0,0,0.2537,-0.2537,prior_14y
2016-17,2017,UC_Davis,16,2,1,0,0,0.2537,0.7463,prior_14y
2016-17,2017,Villanova,1,2,1,0,0,3.1429,-2.1429,prior_14y
2016-17,2017,ETSU,13,1,0,0,0,0.2727,-0.2727,prior_14y
2016-17,2017,Florida,4,4,3,0,0,1.4727,1.5273,prior_14y
2016-17,2017,Purdue,4,3,2,0,0,1.4727,0.5273,prior_14y
2016-17,2017,Vermont,13,1,0,0,0,0.2727,-0.2727,prior_14y
2016-17,2017,Virginia_Tech,9,1,0,0,0,0.5179,-0.5179,prior_14y
2016-17,2017,Wisconsin,8,3,2,0,0,0.7321,1.2679,prior_14y
2016-17,2017,UNC_Wilmington,12,1,0,0,0,0.5614,-0.5614,prior_14y
2016-17,2017,UVA,5,2,1,0,0,1.0926,-0.0926,prior_14y
2016-17,2017,Iowa_State,5,2,1,0,0,1.0926,-0.0926,prior_14y
2016-17,2017,Nevada,12,1,0,0,0,0.5614,-0.5614,prior_14y
2016-17,2017,Mid_Tennessee,12,2,1,0,0,0.5614,0.4386,prior_14y
2016-17,2017,Minnesota,5,1,0,0,0,1.0926,-1.0926,prior_14y
2016-17,2017,Northwestern,8,2,1,0,0,0.7321,0.2679,prior_14y
2016-17,2017,Vanderbilt,9,1,0,0,0,0.5179,-0.5179,prior_14y
2016-17,2017,Notre_Dame,5,2,1,0,0,1.0926,-0.0926,prior_14y
2016-17,2017,Princeton,12,1,0,0,0,0.5614,-0.5614,prior_14y
2016-17,2017,Saint_Mary's,7,2,1,0,0,1.0,0.0,prior_14y
2016-17,2017,VCU,10,1,0,0,0,0.5714,-0.5714,prior_14y
2016-17,2017,FGCU,14,1,0,0,0,0.1731,-0.1731,prior_14y
2016-17,2017,Florida_State,3,2,1,0,0,1.8868,-0.8868,prior_14y
2016-17,2017,Gonzaga,1,6,5,1,0,3.1429,1.8571,prior_14y
2016-17,2017,South_Dakota_St,16,1,0,0,0,0.2537,-0.2537,prior_14y
2016-17,2017,Bucknell,13,1,0,0,0,0.2727,-0.2727,prior_14y
2016-17,2017,West_Virginia,4,3,2,0,0,1.4727,0.5273,prior_14y
2016-17,2017,Arizona,2,3,2,0,0,2.3529,-0.3529,prior_14y
2016-17,2017,North_Dakota,15,1,0,0,0,0.0833,-0.0833,prior_14y
2016-17,2017,Maryland,6,1,0,0,0,0.8545,-0.8545,prior_14y
2016-17,2017,Xavier,11,4,3,0,0,0.7213,2.2787,prior_14y
2016-17,2017,Duke,2,2,1,0,0,2.3529,-1.3529,prior_14y
2016-17,2017,Troy,15,1,0,0,0,0.0833,-0.0833,prior_14y
2016-17,2017,SMU,6,1,0,0,0,0.8545,-0.8545,prior_14y
2016-17,2017,Kansas,1,4,3,0,0,3.1429,-0.1429,prior_14y
2016-17,2017,Jacksonville_St,15,1,0,0,0,0.0833,-0.0833,prior_14y
2016-17,2017,Louisville,2,2,1,0,0,2.3529,-1.3529,prior_14y
2016-17,2017,Creighton,6,1,0,0,0,0.8545,-0.8545,prior_14y
2016-17,2017,URI,11,2,1,0,0,0.7213,0.2787,prior_14y
2016-17,2017,Texas_Southern,16,1,0,0,0,0.2537,-0.2537,prior_14y
2016-17,2017,UNC,1,6,6,1,1,3.1429,2.8571,prior_14y
2016-17,2017,Marquette,10,1,0,0,0,0.5714,-0.5714,prior_14y
2016-17,2017,South_Carolina,7,5,4,1,0,1.0,3.0,prior_14y
2016-17,2017,Baylor,3,3,2,0,0,1.8868,0.1132,prior_14y
2016-17,2017,New_Mexico_St,14,1,0,0,0,0.1731,-0.1731,prior_14y
2016-17,2017,Miami,8,1,0,0,0,0.7321,-0.7321,prior_14y
2016-17,2017,Michigan_State,9,2,1,0,0,0.5179,0.4821,prior_14y
2016-17,2017,Michigan,7,3,2,0,0,1.0,1.0,prior_14y
2016-17,2017,Oklahoma_State,10,1,0,0,0,0.5714,-0.5714,prior_14y
2016-17,2017,Iona,14,1,0,0,0,0.1731,-0.1731,prior_14y
2016-17,2017,Oregon,3,5,4,1,0,1.8868,2.1132,prior_14y
2016-17,2017,Arkansas,8,2,1,0,0,0.7321,0.2679,prior_14y
2016-17,2017,Seton_Hall,9,1,0,0,0,0.5179,-0.5179,prior_14y
2016-17,2017,Dayton,7,1,0,0,0,1.0,-1.0,prior_14y
2016-17,2017,Wichita_State,10,2,1,0,0,0.5714,0.4286,prior_14y
2016-17,2017,Kent_State,14,1,0,0,0,0.1731,-0.1731,prior_14y
2016-17,2017,UCLA,3,3,2,0,0,1.8868,0.1132,prior_14y
2016-17,2017,Kentucky,2,4,3,0,0,2.3529,0.6471,prior_14y
2016-17,2017,N_Kentucky,15,1,0,0,0,0.0833,-0.0833,prior_14y
2016-17,2017,Cincinnati,6,2,1,0,0,0.8545,0.1455,prior_14y
2016-17,2017,Butler,4,2,1,0,0,1.4727,-0.4727,prior_14y
2017-18,2018,Arizona_State,11,1,0,0,0,0.7612,-0.7612,prior_15y
2017-18,2018,Syracuse,11,4,3,0,0,0.7612,2.2388,prior_15y
2017-18,2018,NC_Central,16,1,0,0,0,0.2603,-0.2603,prior_15y
2017-18,2018,Texas_Southern,16,2,1,0,0,0.2603,0.7397,prior_15y
2017-18,2018,Davidson,12,1,0,0,0,0.541,-0.541,prior_15y
2017-18,2018,Kentucky,5,3,2,0,0,1.069,0.931,prior_15y
2017-18,2018,Loyola-Chicago,11,5,4,1,0,0.7612,3.2388,prior_15y
2017-18,2018,Miami,6,1,0,0,0,0.8136,-0.8136,prior_15y
2017-18,2018,Radford,16,1,0,0,0,0.2603,-0.2603,prior_15y
2017-18,2018,Villanova,1,6,6,1,1,3.1833,2.8167,prior_15y
2017-18,2018,Arizona,4,1,0,0,0,1.5085,-1.5085,prior_15y
2017-18,2018,Buffalo,13,2,1,0,0,0.2586,0.7414,prior_15y
2017-18,2018,Florida,6,2,1,0,0,0.8136,0.1864,prior_15y
2017-18,2018,St_Bonaventure,11,1,0,0,0,0.7612,-0.7612,prior_15y
2017-18,2018,Kansas,1,5,4,1,0,3.1833,0.8167,prior_15y
2017-18,2018,Penn,16,1,0,0,0,0.2603,-0.2603,prior_15y
2017-18,2018,Oklahoma,10,1,0,0,0,0.55,-0.55,prior_15y
2017-18,2018,URI,7,2,1,0,0,1.05,-0.05,prior_15y
2017-18,2018,Houston,6,2,1,0,0,0.8136,0.1864,prior_15y
2017-18,2018,San_Diego_State,11,1,0,0,0,0.7612,-0.7612,prior_15y
2017-18,2018,Tennessee,3,2,1,0,0,1.9123,-0.9123,prior_15y
2017-18,2018,Wright_State,14,1,0,0,0,0.1607,-0.1607,prior_15y
2017-18,2018,Alabama,9,2,1,0,0,0.5,0.5,prior_15y
2017-18,2018,Virginia_Tech,8,1,0,0,0,0.75,-0.75,prior_15y
2017-18,2018,SF_Austin,14,1,0,0,0,0.1607,-0.1607,prior_15y
2017-18,2018,Texas_Tech,3,4,3,0,0,1.9123,1.0877,prior_15y
2017-18,2018,NC_State,9,1,0,0,0,0.5,-0.5,prior_15y
2017-18,2018,Seton_Hall,8,2,1,0,0,0.75,0.25,prior_15y
2017-18,2018,Duke,2,4,3,0,0,2.3091,0.6909,prior_15y
2017-18,2018,Iona,15,1,0,0,0,0.0769,-0.0769,prior_15y
2017-18,2018,Gonzaga,4,3,2,0,0,1.5085,0.4915,prior_15y
2017-18,2018,UNCG,13,1,0,0,0,0.2586,-0.2586,prior_15y
2017-18,2018,Ohio_State,5,2,1,0,0,1.069,-0.069,prior_15y
2017-18,2018,South_Dakota_St,12,1,0,0,0,0.541,-0.541,prior_15y
2017-18,2018,UMBC,16,2,1,0,0,0.2603,0.7397,prior_15y
2017-18,2018,UVA,1,1,0,0,0,3.1833,-3.1833,prior_15y
2017-18,2018,Nevada,7,3,2,0,0,1.05,0.95,prior_15y
2017-18,2018,Texas,10,1,0,0,0,0.55,-0.55,prior_15y
2017-18,2018,Cincinnati,2,2,1,0,0,2.3091,-1.3091,prior_15y
2017-18,2018,Georgia_State,15,1,0,0,0,0.0769,-0.0769,prior_15y
2017-18,2018,Murray_State,12,1,0,0,0,0.541,-0.541,prior_15y
2017-18,2018,West_Virginia,5,3,2,0,0,1.069,0.931,prior_15y
2017-18,2018,Marshall,13,2,1,0,0,0.2586,0.7414,prior_15y
2017-18,2018,Wichita_State,4,1,0,0,0,1.5085,-1.5085,prior_15y
2017-18,2018,TCU,6,1,0,0,0,0.8136,-0.8136,prior_15y
2017-18,2018,Xavier,1,2,1,0,0,3.1833,-2.1833,prior_15y
2017-18,2018,Arkansas,7,1,0,0,0,1.05,-1.05,prior_15y
2017-18,2018,Butler,10,2,1,0,0,0.55,0.45,prior_15y
2017-18,2018,CSU_Fullerton,15,1,0,0,0,0.0769,-0.0769,prior_15y
2017-18,2018,Purdue,2,3,2,0,0,2.3091,-0.3091,prior_15y
2017-18,2018,Creighton,8,1,0,0,0,0.75,-0.75,prior_15y
2017-18,2018,Kansas_State,9,4,3,0,0,0.5,2.5,prior_15y
2017-18,2018,Bucknell,14,1,0,0,0,0.1607,-0.1607,prior_15y
2017-18,2018,Michigan_State,3,2,1,0,0,1.9123,-0.9123,prior_15y
2017-18,2018,Florida_State,9,4,3,0,0,0.5,2.5,prior_15y
2017-18,2018,Missouri,8,1,0,0,0,0.75,-0.75,prior_15y
2017-18,2018,Lipscomb,15,1,0,0,0,0.0769,-0.0769,prior_15y
2017-18,2018,UNC,2,2,1,0,0,2.3091,-1.3091,prior_15y
2017-18,2018,Providence,10,1,0,0,0,0.55,-0.55,prior_15y
2017-18,2018,Texas_A&M,7,3,2,0,0,1.05,0.95,prior_15y
2017-18,2018,Clemson,5,3,2,0,0,1.069,0.931,prior_15y
2017-18,2018,New_Mexico_St,12,1,0,0,0,0.541,-0.541,prior_15y
2017-18,2018,Auburn,4,2,1,0,0,1.5085,-0.5085,prior_15y
2017-18,2018,Charleston,13,1,0,0,0,0.2586,-0.2586,prior_15y
2017-18,2018,Michigan,3,5,4,1,0,1.9123,2.0877,prior_15y
2018-19,2019,Fair_Dickinson,16,2,1,0,0,0.2692,0.7308,prior_16y
2018-19,2019,PV_A&M,16,1,0,0,0,0.2692,-0.2692,prior_16y
2018-19,2019,Belmont,11,2,1,0,0,0.8056,0.1944,prior_16y
2018-19,2019,Temple,11,1,0,0,0,0.8056,-0.8056,prior_16y
2018-19,2019,Arizona_State,11,2,1,0,0,0.8056,0.1944,prior_16y
2018-19,2019,St_John's,11,1,0,0,0,0.8056,-0.8056,prior_16y
2018-19,2019,NC_Central,16,1,0,0,0,0.2692,-0.2692,prior_16y
2018-19,2019,North_Dakota_St,16,2,1,0,0,0.2692,0.7308,prior_16y
2018-19,2019,Florida_State,4,3,2,0,0,1.4603,0.5397,prior_16y
2018-19,2019,Vermont,13,1,0,0,0,0.2742,-0.2742,prior_16y
2018-19,2019,Marquette,5,1,0,0,0,1.1129,-1.1129,prior_16y
2018-19,2019,Murray_State,12,2,1,0,0,0.5077,0.4923,prior_16y
2018-19,2019,Baylor,9,2,1,0,0,0.5781,0.4219,prior_16y
2018-19,2019,Syracuse,8,1,0,0,0,0.7188,-0.7188,prior_16y
2018-19,2019,Gonzaga,1,4,3,0,0,3.1562,-0.1562,prior_16y
2018-19,2019,Old_Dominion,14,1,0,0,0,0.1525,-0.1525,prior_16y
2018-19,2019,Purdue,3,4,3,0,0,1.9344,1.0656,prior_16y
2018-19,2019,Saint_Mary's,11,1,0,0,0,0.8056,-0.8056,prior_16y
2018-19,2019,Villanova,6,2,1,0,0,0.7937,0.2063,prior_16y
2018-19,2019,Kansas,4,2,1,0,0,1.4603,-0.4603,prior_16y
2018-19,2019,Northeastern,13,1,0,0,0,0.2742,-0.2742,prior_16y
2018-19,2019,Auburn,5,5,4,1,0,1.1129,2.8871,prior_16y
2018-19,2019,New_Mexico_St,12,1,0,0,0,0.5077,-0.5077,prior_16y
2018-19,2019,Abil_Christian,15,1,0,0,0,0.0714,-0.0714,prior_16y
2018-19,2019,Kentucky,2,3,2,0,0,2.2712,-0.2712,prior_16y
2018-19,2019,Michigan,2,3,2,0,0,2.2712,-0.2712,prior_16y
2018-19,2019,Montana,15,1,0,0,0,0.0714,-0.0714,prior_16y
2018-19,2019,Florida,10,2,1,0,0,0.5312,0.4688,prior_16y
2018-19,2019,Nevada,7,1,0,0,0,1.0625,-1.0625,prior_16y
2018-19,2019,Bradley,15,1,0,0,0,0.0714,-0.0714,prior_16y
2018-19,2019,Michigan_State,2,5,4,1,0,2.2712,1.7288,prior_16y
2018-19,2019,Louisville,7,1,0,0,0,1.0625,-1.0625,prior_16y
2018-19,2019,Minnesota,10,2,1,0,0,0.5312,0.4688,prior_16y
2018-19,2019,Maryland,6,2,1,0,0,0.7937,0.2063,prior_16y
2018-19,2019,LSU,3,3,2,0,0,1.9344,0.0656,prior_16y
2018-19,2019,Yale,14,1,0,0,0,0.1525,-0.1525,prior_16y
